gene	NA	NA	Protein-RPE-1-21-3	NA
MYLK	NA	NA	0.4577321	NA
MME	NA	NA	1.170621	NA
CCDC80	NA	NA	0.2608432	NA
TGM4	NA	NA	-0.1182268	NA
MGLL	NA	NA	0.3805024	NA
HEG1	NA	NA	NaN	NA
FILIP1L	NA	NA	0.07547442	NA
ARMET	NA	NA	-0.0342158	NA
TMEM39A	NA	NA	NaN	NA
NR2C2	NA	NA	-1.281728	NA
MYLK	NA	NA	0.2480393	NA
PODXL2	NA	NA	0.5610047	NA
SHQ1	NA	NA	NaN	NA
TWF2	NA	NA	0.1635912	NA
DVL3	NA	NA	0.1163479	NA
NUDT16	NA	NA	0.08563454	NA
ANO10	NA	NA	0.6007962	NA
ARHGEF26	NA	NA	-0.2311866	NA
SMIM4	NA	NA	-0.1392075	NA
TRIM59	NA	NA	0.7233459	NA
TAGLN3	NA	NA	0.1489606	NA
ATP10D	NA	NA	0.2984692	NA
PCDH7	NA	NA	-1.209516	NA
MAPK10	NA	NA	-0.4148932	NA
PTPN13	NA	NA	0.3174068	NA
IGFBP7	NA	NA	-0.0526941	NA
RAB33B	NA	NA	-0.0246034	NA
SNCA	NA	NA	1.353985	NA
RGS12	NA	NA	NaN	NA
CLGN	NA	NA	0.6397368	NA
ANTXR2	NA	NA	0.2051476	NA
SORBS2	NA	NA	0.8225797	NA
TBCK	NA	NA	-0.06664841	NA
NAF1	NA	NA	-0.6089081	NA
PRIMPOL	NA	NA	NaN	NA
NAP1L5	NA	NA	0.481239	NA
PDGFC	NA	NA	NaN	NA
FGF2	NA	NA	0.4752142	NA
IGJ	NA	NA	NaN	NA
PKD2	NA	NA	0.3478945	NA
TENM3	NA	NA	-0.8630663	NA
AFAP1	NA	NA	-0.0945064	NA
FAT4	NA	NA	-0.3316978	NA
NAA11	NA	NA	0.1676203	NA
APBB2	NA	NA	NaN	NA
LIMCH1	NA	NA	0.5795768	NA
TADA2B	NA	NA	-0.5354558	NA
CYP2U1	NA	NA	0.1562411	NA
SH3D19	NA	NA	0.2248062	NA
LOX	NA	NA	0.9913123	NA
PJA2	NA	NA	NaN	NA
FGF1	NA	NA	NaN	NA
POLR3G	NA	NA	NaN	NA
CENPH	NA	NA	NaN	NA
HBEGF	NA	NA	NaN	NA
COX7C	NA	NA	-2.080794	NA
PDGFRB	NA	NA	-0.2827364	NA
TGFBI	NA	NA	-0.4604805	NA
FBN2	NA	NA	NaN	NA
PPP2R2B	NA	NA	0.04680178	NA
HIGD2A	NA	NA	-0.09220739	NA
ENC1	NA	NA	0.2274049	NA
CDH6	NA	NA	NaN	NA
PDCD6	NA	NA	0.1858516	NA
SYNPO	NA	NA	0.9678285	NA
RAB24	NA	NA	-0.1268407	NA
CENPK	NA	NA	0.2214381	NA
MARCH6	NA	NA	NaN	NA
DAB2	NA	NA	0.3609901	NA
ANKHD1-EIF4EBP3	NA	NA	NaN	NA
FBLL1	NA	NA	NaN	NA
ARSK	NA	NA	NaN	NA
IL6ST	NA	NA	-0.2136273	NA
GRAMD3	NA	NA	0.6722207	NA
EDIL3	NA	NA	-0.01578305	NA
ARSB	NA	NA	0.1495043	NA
THBS4	NA	NA	NaN	NA
GALNT10	NA	NA	0.02020868	NA
UIMC1	NA	NA	NaN	NA
LRRC14B	NA	NA	NaN	NA
TMED7-TICAM2	NA	NA	-0.1726155	NA
SLC30A5	NA	NA	NaN	NA
ABLIM3	NA	NA	1.750931	NA
MGAT4B	NA	NA	0.1951106	NA
C5orf15	NA	NA	-0.153058	NA
TRAPPC13	NA	NA	0.09158207	NA
ARHGEF28	NA	NA	0.1905032	NA
CGI-76	NA	NA	0.2033689	NA
SCGN	NA	NA	-0.07806329	NA
TRAM2	NA	NA	-0.373843	NA
RAB32	NA	NA	0.2017255	NA
AGPAT4	NA	NA	-0.4550181	NA
HMGN3	NA	NA	-0.5632982	NA
CTGF	NA	NA	0.4671146	NA
FIG4	NA	NA	0.1466111	NA
GMDS	NA	NA	-0.2668765	NA
H2AFR	NA	NA	-0.1979911	NA
HIST1H2AA	NA	NA	-0.1979911	NA
SMAP1	NA	NA	-0.373691	NA
SLC35B3	NA	NA	NaN	NA
HIST1H1B	NA	NA	-1.544584	NA
GJA1	NA	NA	-0.003889984	NA
PERP	NA	NA	NaN	NA
F13A1	NA	NA	3.938741	NA
SYNJ2	NA	NA	-0.5636463	NA
SASH1	NA	NA	NaN	NA
PXDC1	NA	NA	NaN	NA
PHACTR2	NA	NA	NaN	NA
MOXD1	NA	NA	0.05066673	NA
ATXN1	NA	NA	0.08564977	NA
PSMG4	NA	NA	-0.2188431	NA
LRCH4	NA	NA	0.7719139	NA
GPNMB	NA	NA	1.092679	NA
KCTD7	NA	NA	0.08552741	NA
STRIP2	NA	NA	0.0679539	NA
CPA4	NA	NA	1.107213	NA
FKBP14	NA	NA	-3.623164	NA
CHPF2	NA	NA	-0.05213766	NA
ABCB8	NA	NA	NaN	NA
SEMA3C	NA	NA	0.6411762	NA
GIGYF1	NA	NA	-0.3450557	NA
PEG10	NA	NA	-0.1992483	NA
PIP	NA	NA	NaN	NA
C1GALT1	NA	NA	0.102961	NA
PDE1C	NA	NA	0.5158516	NA
ITGB8	NA	NA	1.558857	NA
AASS	NA	NA	-0.1728715	NA
TPK1	NA	NA	NaN	NA
FAM126A	NA	NA	0.1175024	NA
CNPY4	NA	NA	NaN	NA
FKBP9	NA	NA	0.1475537	NA
BPGM	NA	NA	0.5607079	NA
SEPT14	NA	NA	0.8661034	NA
CROT	NA	NA	0.2345331	NA
MDFIC	NA	NA	NaN	NA
MEST	NA	NA	-0.6230265	NA
TTC26	NA	NA	-0.1513393	NA
GNA12	NA	NA	NaN	NA
SLC12A9	NA	NA	NaN	NA
POT1	NA	NA	-0.5735683	NA
PRKRIP1	NA	NA	NaN	NA
TMEM248	NA	NA	NaN	NA
STK17A	NA	NA	0.2481763	NA
TTYH3	NA	NA	0.7589164	NA
EEPD1	NA	NA	0.6946889	NA
CACNA2D1	NA	NA	-0.2835663	NA
R3HCC1	NA	NA	NaN	NA
CLN8	NA	NA	NaN	NA
ZHX2	NA	NA	-0.4902621	NA
RGS20	NA	NA	0.5456914	NA
TUSC3	NA	NA	0.1999844	NA
KCTD9	NA	NA	-0.3108225	NA
PLAT	NA	NA	NaN	NA
PAG1	NA	NA	0.7581109	NA
LRP12	NA	NA	0.3753095	NA
PNMA2	NA	NA	0.2779363	NA
BNIP3L	NA	NA	NaN	NA
CHMP4C	NA	NA	NaN	NA
PSD3	NA	NA	0.5283027	NA
TDRP	NA	NA	1.901419	NA
NEFM	NA	NA	-0.1126334	NA
STMN2	NA	NA	-0.7899378	NA
LOXL2	NA	NA	-0.4189995	NA
SDC2	NA	NA	-0.899253	NA
ZFHX4	NA	NA	-0.104605	NA
DLC1	NA	NA	-0.4946638	NA
FAM167A	NA	NA	NaN	NA
SHARPIN	NA	NA	0.1975669	NA
NCALD	NA	NA	0.3391444	NA
TMEM66	NA	NA	NaN	NA
SFRP1	NA	NA	-0.05074545	NA
DDHD2	NA	NA	NaN	NA
MAPK15	NA	NA	0.4638278	NA
ODF2	NA	NA	-1.386756	NA
CCBL1	NA	NA	0.4792983	NA
DOLK	NA	NA	0.4083207	NA
LCN1	NA	NA	NaN	NA
XPA	NA	NA	NaN	NA
PGM5	NA	NA	1.540191	NA
MPDZ	NA	NA	0.2091279	NA
SHB	NA	NA	NaN	NA
TMEM38B	NA	NA	0.3124717	NA
SH3GL2	NA	NA	-0.2993619	NA
CD274	NA	NA	0.4518395	NA
VLDLR	NA	NA	NaN	NA
SDCCAG3	NA	NA	NaN	NA
FBXW2	NA	NA	NaN	NA
NMRK1	NA	NA	NaN	NA
RGS3	NA	NA	0.2917863	NA
GPR107	NA	NA	0.2233233	NA
STOM	NA	NA	0.990051	NA
NINJ1	NA	NA	0.4255376	NA
UNC13B	NA	NA	0.2599445	NA
UBAP1	NA	NA	NaN	NA
PLGRKT	NA	NA	0.2065285	NA
ISCA1	NA	NA	0.166357	NA
NEK6	NA	NA	0.2538765	NA
TOR2A	NA	NA	-0.1092937	NA
GPSM1	NA	NA	0.8010929	NA
KANK1	NA	NA	0.4990906	NA
TBC1D13	NA	NA	0.4250943	NA
PRUNE2	NA	NA	0.8764927	NA
SNX30	NA	NA	0.2310953	NA
CDKN2A	NA	NA	-0.2249046	NA
FAM171A1	NA	NA	-0.4664558	NA
STAMBPL1	NA	NA	0.2819834	NA
ANKRD1	NA	NA	1.597103	NA
ARHGAP22	NA	NA	0.646067	NA
PTEN	NA	NA	0.3651392	NA
BMI1	NA	NA	-0.3865632	NA
SRGN	NA	NA	NaN	NA
PRTFDC1	NA	NA	NaN	NA
PBLD	NA	NA	NaN	NA
AKR1C1	NA	NA	5.440655	NA
R3HCC1L	NA	NA	NaN	NA
INPP5A	NA	NA	0.3200177	NA
PLXDC2	NA	NA	1.197997	NA
PPAPDC1A	NA	NA	0.7719633	NA
KCNMA1	NA	NA	0.1181162	NA
FUT11	NA	NA	-0.3057954	NA
FAS	NA	NA	0.4102557	NA
FAM213A	NA	NA	-0.0716254	NA
ITIH2	NA	NA	NaN	NA
CHST3	NA	NA	0.4408508	NA
ARID5B	NA	NA	NaN	NA
BLOC1S2	NA	NA	0.2111807	NA
PPRC1	NA	NA	0.5222189	NA
RUFY2	NA	NA	0.01416438	NA
PPP2R2D	NA	NA	0.3468298	NA
NRBF2	NA	NA	0.1767235	NA
FRMD4A	NA	NA	0.123041	NA
ANKRD26	NA	NA	-0.1680001	NA
MSRB2	NA	NA	NaN	NA
PGBD3	NA	NA	0.5541466	NA
DKK3	NA	NA	0.6125271	NA
ZNHIT2	NA	NA	NaN	NA
CADM1	NA	NA	NaN	NA
ME3	NA	NA	0.04695056	NA
TMEM138	NA	NA	0.05827767	NA
B3GNT1	NA	NA	NaN	NA
CD82	NA	NA	-0.3005339	NA
CRYAB	NA	NA	1.281772	NA
THY1	NA	NA	0.1794003	NA
TSPAN4	NA	NA	-0.6748768	NA
PRSS23	NA	NA	-1.257916	NA
NNMT	NA	NA	1.852407	NA
CASP4	NA	NA	0.2791086	NA
CSRP3	NA	NA	0.2293315	NA
BSCL2	NA	NA	0.561473	NA
JAM3	NA	NA	0.2091445	NA
TBCEL	NA	NA	-0.4527529	NA
FADS2	NA	NA	-0.9170116	NA
MED19	NA	NA	NaN	NA
SMPD1	NA	NA	0.4940381	NA
H2AFX	NA	NA	-0.1184798	NA
HBG2	NA	NA	NaN	NA
HBG1	NA	NA	NaN	NA
ALG9	NA	NA	0.0365999	NA
LPXN	NA	NA	1.079021	NA
SLC39A13	NA	NA	NaN	NA
NAA40	NA	NA	-0.2264118	NA
TRIM22	NA	NA	0.2274049	NA
RNF121	NA	NA	-0.335025	NA
SHANK2	NA	NA	NaN	NA
EEF1G	NA	NA	-0.2183472	NA
ARHGDIB	NA	NA	0.1875593	NA
PDE1B	NA	NA	NaN	NA
FKBP11	NA	NA	-0.817013	NA
ITGA7	NA	NA	0.4865698	NA
DDIT3	NA	NA	NaN	NA
LRP1	NA	NA	0.3999015	NA
WNT5B	NA	NA	0.1020316	NA
CUX2	NA	NA	NaN	NA
PRR4	NA	NA	NaN	NA
GNB3	NA	NA	-0.206143	NA
C12orf10	NA	NA	-0.2189671	NA
MAGOHB	NA	NA	NaN	NA
CHST11	NA	NA	NaN	NA
IFT81	NA	NA	-0.03385089	NA
FBXW8	NA	NA	0.3613978	NA
RASSF3	NA	NA	NaN	NA
TWF1	NA	NA	-0.2775088	NA
COL2A1	NA	NA	0.3267331	NA
MSRB3	NA	NA	-0.1742786	NA
GAPDH	NA	NA	0.08001172	NA
AMIGO2	NA	NA	0.9466383	NA
GLIPR1	NA	NA	0.2206982	NA
BCAT1	NA	NA	0.2031864	NA
TCTN1	NA	NA	-0.2732203	NA
TENC1	NA	NA	-0.5616364	NA
SLC11A2	NA	NA	NaN	NA
SMAGP	NA	NA	0.2405226	NA
TWF1	NA	NA	-0.01421243	NA
FMNL3	NA	NA	0.1926286	NA
GPC6	NA	NA	-1.666802	NA
EFNB2	NA	NA	-0.01464097	NA
TDRD3	NA	NA	NaN	NA
TMCO3	NA	NA	-0.4050503	NA
MAB21L1	NA	NA	NaN	NA
CAB39L	NA	NA	NaN	NA
RASA3	NA	NA	-0.319271	NA
GAS6	NA	NA	0.04492519	NA
LNX2	NA	NA	NaN	NA
KCTD4	NA	NA	1.512126	NA
COL4A2	NA	NA	-0.5899886	NA
STARD13	NA	NA	-0.06736333	NA
IFT88	NA	NA	-0.08922691	NA
SPG20	NA	NA	-0.04628159	NA
NHLRC3	NA	NA	NaN	NA
KATNAL1	NA	NA	0.03110566	NA
RTN1	NA	NA	0.07760429	NA
ZBTB1	NA	NA	0.3174986	NA
GSKIP	NA	NA	0.2817973	NA
CINP	NA	NA	-0.2107991	NA
RP11-66N24.4	NA	NA	0.04141719	NA
PRKD1	NA	NA	-0.03941911	NA
ZFP36L1	NA	NA	-0.7724769	NA
ARHGEF40	NA	NA	-0.3649085	NA
ABCD4	NA	NA	0.006361865	NA
NDUFB1	NA	NA	-0.8316341	NA
DNAL1	NA	NA	-0.2826178	NA
RHOJ	NA	NA	1.143405	NA
NID2	NA	NA	0.06810516	NA
CNIH1	NA	NA	0.3105876	NA
FRMD6	NA	NA	-0.1139672	NA
AJUBA	NA	NA	-0.05491789	NA
GALNT16	NA	NA	0.568774	NA
ACOT2	NA	NA	-0.03407484	NA
ACOT1	NA	NA	-0.03407484	NA
MRPL52	NA	NA	NaN	NA
L3HYPDH	NA	NA	-0.1086248	NA
DLST	NA	NA	0.1804789	NA
GNG2	NA	NA	NaN	NA
C14orf2	NA	NA	NaN	NA
C14orf151	NA	NA	0.1843102	NA
LOXL1	NA	NA	NaN	NA
SECISBP2L	NA	NA	0.0305161	NA
HDGFRP3	NA	NA	0.1157693	NA
RSL24D1	NA	NA	0.7703136	NA
BLOC1S6	NA	NA	0.4497547	NA
SEMA7A	NA	NA	0.1727338	NA
CAPN3	NA	NA	0.003249733	NA
GPR176	NA	NA	-0.09581018	NA
SNX33	NA	NA	NaN	NA
MAPKBP1	NA	NA	NaN	NA
LCMT2	NA	NA	-0.4896457	NA
ITGA11	NA	NA	-0.316725	NA
TTBK2	NA	NA	NaN	NA
CORO2B	NA	NA	0.5013611	NA
FBN1	NA	NA	-0.1506897	NA
DTWD1	NA	NA	-0.3975882	NA
PLEKHO2	NA	NA	0.2800544	NA
AC069368.3	NA	NA	0.2800544	NA
HYPK	NA	NA	-0.2440345	NA
MYEF2	NA	NA	-0.06695028	NA
C15orf52	NA	NA	0.2322775	NA
CSNK1G1	NA	NA	0.0887914	NA
GINS2	NA	NA	NaN	NA
CDR2	NA	NA	NaN	NA
TNFRSF12A	NA	NA	-0.1692837	NA
CLN3	NA	NA	NaN	NA
NME4	NA	NA	1.526479	NA
ZFHX3	NA	NA	NaN	NA
MT1G	NA	NA	0.2115815	NA
MT1X	NA	NA	0.2115815	NA
CDH13	NA	NA	-0.09288387	NA
ATP2A1	NA	NA	NaN	NA
MT1F	NA	NA	0.3674379	NA
MMP2	NA	NA	0.5288646	NA
FAM173A	NA	NA	0.4503012	NA
KIAA0513	NA	NA	NaN	NA
CCDC102A	NA	NA	-0.2705888	NA
RSPRY1	NA	NA	NaN	NA
METTL9	NA	NA	0.04809901	NA
CYLD	NA	NA	0.5598558	NA
CLEC16A	NA	NA	NaN	NA
ACD	NA	NA	NaN	NA
RBL2	NA	NA	NaN	NA
CES2	NA	NA	NaN	NA
VASN	NA	NA	-0.8997943	NA
HBA2	NA	NA	NaN	NA
HBA1	NA	NA	NaN	NA
MTSS1L	NA	NA	0.006767613	NA
SLC7A6	NA	NA	-0.02064464	NA
KIAA0356	NA	NA	0.1770496	NA
STARD3	NA	NA	NaN	NA
CD68	NA	NA	0.9872454	NA
ALOX15B	NA	NA	0.4235973	NA
NDEL1	NA	NA	-0.005328132	NA
COPZ2	NA	NA	0.5518391	NA
DUSP14	NA	NA	NaN	NA
TNFAIP1	NA	NA	NaN	NA
TMEM97	NA	NA	-0.3247669	NA
SEC14L1	NA	NA	-0.03181865	NA
RNF167	NA	NA	0.2414048	NA
FMNL1	NA	NA	-0.3770682	NA
TIMP2	NA	NA	0.6285962	NA
GABARAP	NA	NA	-0.2382977	NA
MIEN1	NA	NA	0.3085017	NA
TBC1D16	NA	NA	-0.1057726	NA
SAT2	NA	NA	NaN	NA
STAT5B	NA	NA	0.1991394	NA
FAM101B	NA	NA	-0.2189671	NA
GID4	NA	NA	-0.425137	NA
CCT6B	NA	NA	-0.05727701	NA
CCDC57	NA	NA	NaN	NA
NCOR1	NA	NA	-0.1199906	NA
COL1A1	NA	NA	NaN	NA
NF1	NA	NA	-0.05949363	NA
LSMD1	NA	NA	1.176903	NA
RAB34	NA	NA	-0.1544537	NA
FLCN	NA	NA	NaN	NA
CDR2L	NA	NA	NaN	NA
ALDOC	NA	NA	0.2966512	NA
XYLT2	NA	NA	0.417155	NA
TMUB2	NA	NA	-0.5234616	NA
AC174470.1	NA	NA	0.008043693	NA
FAM195B	NA	NA	0.008043693	NA
C17orf59	NA	NA	4.218102	NA
STRA13	NA	NA	0.3677504	NA
RNF213	NA	NA	-0.3154503	NA
DTNA	NA	NA	2.057209	NA
SERPINB2	NA	NA	0.8541269	NA
CTIF	NA	NA	0.1186362	NA
ATP8B1	NA	NA	-0.2257684	NA
RAB31	NA	NA	-0.2398458	NA
PIGN	NA	NA	NaN	NA
OSBPL1A	NA	NA	0.4122509	NA
TTC39C	NA	NA	NaN	NA
KATNAL2	NA	NA	0.1182257	NA
CDH2	NA	NA	0.2781287	NA
SOCS6	NA	NA	NaN	NA
SLC39A6	NA	NA	NaN	NA
TWSG1	NA	NA	NaN	NA
TGFB1	NA	NA	-0.625177	NA
AKT2	NA	NA	0.1148161	NA
PSENEN	NA	NA	0.2756815	NA
PGPEP1	NA	NA	NaN	NA
COMP	NA	NA	-1.065185	NA
CCNE1	NA	NA	-0.494787	NA
ALKBH7	NA	NA	-0.8620348	NA
SCAMP4	NA	NA	NaN	NA
EVI5L	NA	NA	0.8632048	NA
TFPT	NA	NA	NaN	NA
LENG1	NA	NA	-0.7215914	NA
NAT14	NA	NA	0.3515022	NA
DEDD2	NA	NA	-1.734655	NA
HOMER3	NA	NA	-0.2537472	NA
NFKBIB	NA	NA	0.0861858	NA
C19orf66	NA	NA	0.2961729	NA
SYDE1	NA	NA	0.1403434	NA
PPAN-P2RY11	NA	NA	NaN	NA
SPPL2B	NA	NA	0.04358639	NA
GPR108	NA	NA	0.5355617	NA
ATP5SL	NA	NA	0.1955829	NA
HAUS8	NA	NA	-0.1025946	NA
C19orf70	NA	NA	-0.3144065	NA
MRPL54	NA	NA	0.08007273	NA
ZNF460	NA	NA	NaN	NA
CAPS	NA	NA	1.21052	NA
DCAF15	NA	NA	2.565759	NA
C3	NA	NA	-0.0220482	NA
SERINC3	NA	NA	NaN	NA
PLCB4	NA	NA	1.674015	NA
TMEM230	NA	NA	0.07036044	NA
STX16-NPEPL1	NA	NA	-0.1644001	NA
HCK	NA	NA	0.5784562	NA
C20orf24	NA	NA	0.09907928	NA
NCOA3	NA	NA	NaN	NA
SLC23A2	NA	NA	0.6526065	NA
SYNJ1	NA	NA	0.3297193	NA
SH3BGR	NA	NA	0.6309747	NA
CBS	NA	NA	0.292599	NA
CBR1	NA	NA	1.600643	NA
JAM2	NA	NA	NaN	NA
SLC19A1	NA	NA	-0.0870554	NA
C2CD2	NA	NA	NaN	NA
LTN1	NA	NA	0.2414581	NA
ATP6E	NA	NA	0.6951852	NA
TSPO	NA	NA	0.47315	NA
MTMR3	NA	NA	-0.1462557	NA
HIC2	NA	NA	NaN	NA
MAPK12	NA	NA	-0.09990112	NA
ARSA	NA	NA	0.109312	NA
CHADL	NA	NA	0.07973532	NA
NAGA	NA	NA	-0.3532104	NA
OSBP2	NA	NA	0.1709136	NA
GATSL3	NA	NA	2.245437	NA
NEFH	NA	NA	NaN	NA
E2F8	NA	NA	2.780413	NA
MARK2	NA	NA	0.03114976	NA
UBE2Q2	NA	NA	0.1294182	NA
UBE2Q1	NA	NA	0.1294182	NA
RPS27	NA	NA	0.2620191	NA
MEF2A	NA	NA	-0.3490255	NA
MEF2C	NA	NA	-0.3490255	NA
HIST1H2BJ	NA	NA	-0.8272499	NA
HIST2H2BE	NA	NA	-0.8272499	NA
HIST1H2BB	NA	NA	-0.8272499	NA
HIST1H2BO	NA	NA	-0.8272499	NA
HIST1H2BD	NA	NA	-1.026659	NA
HIST1H2BI	NA	NA	-1.026659	NA
HIST1H2BC	NA	NA	-1.026659	NA
HIST1H2BL	NA	NA	-1.026659	NA
HIST1H2BG	NA	NA	-1.026659	NA
HIST1H2BH	NA	NA	-1.026659	NA
HIST1H2BE	NA	NA	-1.026659	NA
HIST1H2BF	NA	NA	-1.026659	NA
HIST1H2BK	NA	NA	-1.026659	NA
HIST2H2BF	NA	NA	-1.026659	NA
HIST1H2BN	NA	NA	-1.026659	NA
H2AFR	NA	NA	-0.9468058	NA
HIST1H2AB	NA	NA	-0.9468058	NA
HIST1H2AE	NA	NA	-0.9468058	NA
HIST1H2AC	NA	NA	-0.9468058	NA
HIST3H2A	NA	NA	-0.9468058	NA
HIST1H2AJ	NA	NA	-0.9468058	NA
HIST1H2AK	NA	NA	-0.9468058	NA
HIST1H2AH	NA	NA	-0.9468058	NA
HIST1H2AI	NA	NA	-0.9468058	NA
HIST1H2AG	NA	NA	-0.9468058	NA
HIST1H2AD	NA	NA	-0.9468058	NA
HIST1H2AL	NA	NA	-0.9468058	NA
HIST1H2AM	NA	NA	-0.9468058	NA
RPS6KA2	NA	NA	0.1438509	NA
BNIP3	NA	NA	NaN	NA
BNIP3P1	NA	NA	NaN	NA
TUBBP1	NA	NA	-0.1731275	NA
RP11-683L23.1	NA	NA	-0.1731275	NA
UBTD1	NA	NA	0.2084443	NA
UBTD2	NA	NA	0.2084443	NA
GRK6	NA	NA	NaN	NA
GRK5	NA	NA	NaN	NA
CAMK2B	NA	NA	0.3463529	NA
RAB11FIP2	NA	NA	-0.1518588	NA
FAM45B	NA	NA	0.622547	NA
RP11-467L13.5	NA	NA	-0.4708231	NA
CDK3	NA	NA	0.1230254	NA
CPNE5	NA	NA	0.3389911	NA
DPY19L2	NA	NA	0.120749	NA
TUBA3E	NA	NA	NaN	NA
HMGB1P1	NA	NA	-0.8818212	NA
SIX3	NA	NA	-0.7967639	NA
SIX6	NA	NA	-0.7967639	NA
CTAGE9	NA	NA	0.03661466	NA
RPL10L	NA	NA	-0.3652446	NA
BTBD1	NA	NA	NaN	NA
CAPN15	NA	NA	0.219497	NA
SMCR5	NA	NA	0.219497	NA
FZD7	NA	NA	-0.2507192	NA
FZD2	NA	NA	-0.2507192	NA
SUMO4	NA	NA	-0.2679553	NA
SMARCD3	NA	NA	-0.1852683	NA
DYRK1B	NA	NA	0.1963907	NA
RAB3C	NA	NA	0.1619438	NA
CYTH3	NA	NA	-0.3179987	NA
KDELR2	NA	NA	0.1109003	NA
MYL3	NA	NA	-0.213239	NA
MYL1	NA	NA	-0.213239	NA
RBPJL	NA	NA	NaN	NA
DOPEY1	NA	NA	-0.1012467	NA
EPHA3	NA	NA	NaN	NA
KIAA1549	NA	NA	-0.1712199	NA
PCYT1B	NA	NA	0.09389447	NA
SMAD1	NA	NA	-0.2032637	NA
UBE2D3	NA	NA	-0.06101577	NA
ATP6V1G2	NA	NA	0.6484848	NA
ATP6V1G2-DDX39B	NA	NA	0.6484848	NA
PSMB8	NA	NA	0.09764076	NA
PPP1R11	NA	NA	0.2444116	NA
TRIM39	NA	NA	NaN	NA
HSPA1L	NA	NA	NaN	NA
HLA-G	NA	NA	0.8196995	NA
PHF1	NA	NA	0.01382936	NA
MRRFP1	NA	NA	-0.4315695	NA
HLA-A	NA	NA	0.01423727	NA
HLA-A	NA	NA	0.07621947	NA
SLC16A2	NA	NA	NaN	NA
OPHN1	NA	NA	0.01579717	NA
TRAPPC2	NA	NA	0.1827043	NA
ARMCX2	NA	NA	0.8184267	NA
KDM6A	NA	NA	NaN	NA
ARMCX1	NA	NA	0.9570475	NA
TEX13A	NA	NA	-0.148739	NA
F8A3	NA	NA	0.1563698	NA
F8A1	NA	NA	0.1563698	NA
F8A2	NA	NA	0.1563698	NA
ARMCX6	NA	NA	NaN	NA
BEX1	NA	NA	-0.3034388	NA
IDS	NA	NA	NaN	NA
DNASE1L1	NA	NA	1.128499	NA
C1GALT1C1	NA	NA	0.0944334	NA
CD99L2	NA	NA	0.0690048	NA
HMGB3	NA	NA	-1.002955	NA
TIMM17B	NA	NA	0.5613665	NA
TMLHE	NA	NA	-0.2051422	NA
ELK1	NA	NA	-0.3474389	NA
TCEAL3	NA	NA	0.1902563	NA
TCEAL5	NA	NA	0.1902563	NA
CHRDL1	NA	NA	0.5525795	NA
LRCH2	NA	NA	0.06007096	NA
GEMIN8	NA	NA	-0.1465248	NA
USP9Y	NA	NA	0.07545923	NA
USP9Y	NA	NA	NaN	NA
CLH22	NA	NA	0.01651535	NA
BAG1	NA	NA	NaN	NA
C16orf13	NA	NA	0.2541106	NA
PABPC4L	NA	NA	NaN	NA
LYN	NA	NA	0.3568642	NA
ICMT	NA	NA	NaN	NA
CPSF3L	NA	NA	NaN	NA
LCK	NA	NA	NaN	NA
TRIT1	NA	NA	NaN	NA
CGN	NA	NA	NaN	NA
IRF6	NA	NA	NaN	NA
RLF	NA	NA	NaN	NA
PIK3CD	NA	NA	NaN	NA
PARS2	NA	NA	NaN	NA
FBXO28	NA	NA	NaN	NA
METTL18	NA	NA	NaN	NA
TAF12	NA	NA	NaN	NA
EYA3	NA	NA	NaN	NA
INADL	NA	NA	NaN	NA
CTNNBIP1	NA	NA	NaN	NA
ARHGEF16	NA	NA	NaN	NA
TSTD1	NA	NA	NaN	NA
RC3H1	NA	NA	NaN	NA
LRRC8D	NA	NA	NaN	NA
AGO3	NA	NA	NaN	NA
MUTYH	NA	NA	NaN	NA
MARC2	NA	NA	NaN	NA
SSX2IP	NA	NA	NaN	NA
SKI	NA	NA	NaN	NA
TAF5L	NA	NA	NaN	NA
RUNX3	NA	NA	NaN	NA
SZRD1	NA	NA	NaN	NA
FAM76A	NA	NA	NaN	NA
DPM3	NA	NA	NaN	NA
WRAP73	NA	NA	NaN	NA
TMEM206	NA	NA	NaN	NA
ACP6	NA	NA	NaN	NA
VPS13D	NA	NA	NaN	NA
MECR	NA	NA	NaN	NA
TYW3	NA	NA	NaN	NA
PRKAB2	NA	NA	NaN	NA
EGLN1	NA	NA	NaN	NA
ORC1	NA	NA	NaN	NA
DDX59	NA	NA	NaN	NA
PAFAH2	NA	NA	NaN	NA
MAP3K6	NA	NA	NaN	NA
SNIP1	NA	NA	NaN	NA
TMEM56	NA	NA	NaN	NA
PUSL1	NA	NA	NaN	NA
PPIAL4G	NA	NA	NaN	NA
HRNR	NA	NA	NaN	NA
LAMB3	NA	NA	NaN	NA
RERE	NA	NA	NaN	NA
RPF1	NA	NA	NaN	NA
ZBTB40	NA	NA	NaN	NA
POLR3C	NA	NA	NaN	NA
DNM3	NA	NA	NaN	NA
RBP7	NA	NA	NaN	NA
ZNF644	NA	NA	NaN	NA
C1orf131	NA	NA	NaN	NA
NFYC	NA	NA	NaN	NA
ALG6	NA	NA	NaN	NA
S100A2	NA	NA	NaN	NA
ABL2	NA	NA	NaN	NA
EPB41	NA	NA	NaN	NA
WDTC1	NA	NA	NaN	NA
ZBTB7B	NA	NA	NaN	NA
GON4L	NA	NA	NaN	NA
USP33	NA	NA	NaN	NA
NOS1AP	NA	NA	NaN	NA
SPEN	NA	NA	NaN	NA
KCNK1	NA	NA	NaN	NA
