gene	value_1	value_2	Protein-HCT116-5-4	p_value
TTC26	NA	NA	NaN	NA
GNA12	NA	NA	NaN	NA
SLC12A9	NA	NA	NaN	NA
POT1	NA	NA	NaN	NA
PRKRIP1	NA	NA	NaN	NA
TMEM248	NA	NA	NaN	NA
STK17A	NA	NA	NaN	NA
MRPS17	NA	NA	NaN	NA
TTYH3	NA	NA	NaN	NA
EEPD1	NA	NA	NaN	NA
CACNA2D1	NA	NA	NaN	NA
R3HCC1	NA	NA	NaN	NA
CLN8	NA	NA	NaN	NA
ZHX2	NA	NA	NaN	NA
RGS20	NA	NA	NaN	NA
TUSC3	NA	NA	NaN	NA
KCTD9	NA	NA	NaN	NA
PLAT	NA	NA	NaN	NA
PAG1	NA	NA	NaN	NA
LRP12	NA	NA	NaN	NA
PNMA2	NA	NA	NaN	NA
BNIP3L	NA	NA	NaN	NA
CHMP4C	NA	NA	NaN	NA
PSD3	NA	NA	NaN	NA
TDRP	NA	NA	NaN	NA
NEFM	NA	NA	NaN	NA
STMN2	NA	NA	NaN	NA
LOXL2	NA	NA	NaN	NA
SDC2	NA	NA	NaN	NA
ZFHX4	NA	NA	NaN	NA
DLC1	NA	NA	NaN	NA
FAM167A	NA	NA	NaN	NA
SHARPIN	NA	NA	NaN	NA
NCALD	NA	NA	NaN	NA
TMEM66	NA	NA	NaN	NA
SFRP1	NA	NA	NaN	NA
DDHD2	NA	NA	NaN	NA
MAPK15	NA	NA	NaN	NA
ODF2	NA	NA	NaN	NA
CCBL1	NA	NA	NaN	NA
DOLK	NA	NA	NaN	NA
LCN1	NA	NA	NaN	NA
XPA	NA	NA	NaN	NA
PGM5	NA	NA	NaN	NA
MPDZ	NA	NA	NaN	NA
SHB	NA	NA	NaN	NA
TMEM38B	NA	NA	NaN	NA
SH3GL2	NA	NA	NaN	NA
CD274	NA	NA	NaN	NA
VLDLR	NA	NA	NaN	NA
SDCCAG3	NA	NA	NaN	NA
FBXW2	NA	NA	NaN	NA
NMRK1	NA	NA	NaN	NA
RGS3	NA	NA	NaN	NA
GPR107	NA	NA	NaN	NA
STOM	NA	NA	NaN	NA
NINJ1	NA	NA	NaN	NA
UNC13B	NA	NA	NaN	NA
UBAP1	NA	NA	NaN	NA
PLGRKT	NA	NA	NaN	NA
ISCA1	NA	NA	NaN	NA
NEK6	NA	NA	NaN	NA
TOR2A	NA	NA	NaN	NA
GPSM1	NA	NA	NaN	NA
KANK1	NA	NA	NaN	NA
TBC1D13	NA	NA	NaN	NA
PRUNE2	NA	NA	NaN	NA
SNX30	NA	NA	NaN	NA
CDKN2A	NA	NA	NaN	NA
FAM171A1	NA	NA	NaN	NA
STAMBPL1	NA	NA	NaN	NA
ANKRD1	NA	NA	NaN	NA
ARHGAP22	NA	NA	NaN	NA
PTEN	NA	NA	NaN	NA
BMI1	NA	NA	NaN	NA
SRGN	NA	NA	NaN	NA
PRTFDC1	NA	NA	NaN	NA
PBLD	NA	NA	NaN	NA
NDUFB8	NA	NA	NaN	NA
AKR1C1	NA	NA	NaN	NA
R3HCC1L	NA	NA	NaN	NA
INPP5A	NA	NA	NaN	NA
PLXDC2	NA	NA	NaN	NA
PPAPDC1A	NA	NA	NaN	NA
KCNMA1	NA	NA	NaN	NA
FUT11	NA	NA	NaN	NA
FAS	NA	NA	NaN	NA
FAM213A	NA	NA	NaN	NA
ITIH2	NA	NA	NaN	NA
CHST3	NA	NA	NaN	NA
ARID5B	NA	NA	NaN	NA
BLOC1S2	NA	NA	NaN	NA
PPRC1	NA	NA	NaN	NA
RUFY2	NA	NA	NaN	NA
PPP2R2D	NA	NA	NaN	NA
NRBF2	NA	NA	NaN	NA
FRMD4A	NA	NA	NaN	NA
ANKRD26	NA	NA	NaN	NA
MSRB2	NA	NA	NaN	NA
PGBD3	NA	NA	NaN	NA
DKK3	NA	NA	NaN	NA
ZNHIT2	NA	NA	NaN	NA
CADM1	NA	NA	NaN	NA
ME3	NA	NA	NaN	NA
TMEM138	NA	NA	NaN	NA
B3GNT1	NA	NA	NaN	NA
CD82	NA	NA	NaN	NA
CRYAB	NA	NA	NaN	NA
THY1	NA	NA	NaN	NA
TSPAN4	NA	NA	NaN	NA
PRSS23	NA	NA	NaN	NA
NNMT	NA	NA	NaN	NA
CASP4	NA	NA	NaN	NA
CSRP3	NA	NA	NaN	NA
BSCL2	NA	NA	NaN	NA
JAM3	NA	NA	NaN	NA
TBCEL	NA	NA	NaN	NA
FADS2	NA	NA	NaN	NA
MED19	NA	NA	NaN	NA
SMPD1	NA	NA	NaN	NA
H2AFX	NA	NA	NaN	NA
HBG2	NA	NA	NaN	NA
HBG1	NA	NA	NaN	NA
ALG9	NA	NA	NaN	NA
LPXN	NA	NA	NaN	NA
SLC39A13	NA	NA	NaN	NA
NAA40	NA	NA	NaN	NA
TRIM22	NA	NA	NaN	NA
RNF121	NA	NA	NaN	NA
SHANK2	NA	NA	NaN	NA
EEF1G	NA	NA	NaN	NA
ARHGDIB	NA	NA	NaN	NA
PDE1B	NA	NA	NaN	NA
FKBP11	NA	NA	NaN	NA
ITGA7	NA	NA	NaN	NA
DDIT3	NA	NA	NaN	NA
LRP1	NA	NA	NaN	NA
WNT5B	NA	NA	NaN	NA
CUX2	NA	NA	NaN	NA
PRR4	NA	NA	NaN	NA
GNB3	NA	NA	NaN	NA
C12orf10	NA	NA	NaN	NA
MAGOHB	NA	NA	NaN	NA
CHST11	NA	NA	NaN	NA
IFT81	NA	NA	NaN	NA
FBXW8	NA	NA	NaN	NA
RASSF3	NA	NA	NaN	NA
TWF1	NA	NA	NaN	NA
COL2A1	NA	NA	NaN	NA
MSRB3	NA	NA	NaN	NA
GAPDH	NA	NA	NaN	NA
AMIGO2	NA	NA	NaN	NA
GLIPR1	NA	NA	NaN	NA
BCAT1	NA	NA	NaN	NA
TCTN1	NA	NA	NaN	NA
TENC1	NA	NA	NaN	NA
SLC11A2	NA	NA	NaN	NA
SMAGP	NA	NA	NaN	NA
FMNL3	NA	NA	NaN	NA
GPC6	NA	NA	NaN	NA
EFNB2	NA	NA	NaN	NA
TDRD3	NA	NA	NaN	NA
TMCO3	NA	NA	NaN	NA
MAB21L1	NA	NA	NaN	NA
CAB39L	NA	NA	NaN	NA
RASA3	NA	NA	NaN	NA
GAS6	NA	NA	NaN	NA
LNX2	NA	NA	NaN	NA
KCTD4	NA	NA	NaN	NA
COL4A2	NA	NA	NaN	NA
STARD13	NA	NA	NaN	NA
IFT88	NA	NA	NaN	NA
SPG20	NA	NA	NaN	NA
NHLRC3	NA	NA	NaN	NA
KATNAL1	NA	NA	NaN	NA
RTN1	NA	NA	NaN	NA
ZBTB1	NA	NA	NaN	NA
GSKIP	NA	NA	NaN	NA
CINP	NA	NA	NaN	NA
RP11-66N24.4	NA	NA	NaN	NA
PRKD1	NA	NA	NaN	NA
ZFP36L1	NA	NA	NaN	NA
ARHGEF40	NA	NA	NaN	NA
ABCD4	NA	NA	NaN	NA
NDUFB1	NA	NA	NaN	NA
DNAL1	NA	NA	NaN	NA
RHOJ	NA	NA	NaN	NA
NID2	NA	NA	NaN	NA
CNIH1	NA	NA	NaN	NA
FRMD6	NA	NA	NaN	NA
AJUBA	NA	NA	NaN	NA
GALNT16	NA	NA	NaN	NA
ACOT2	NA	NA	NaN	NA
ACOT1	NA	NA	NaN	NA
MRPL52	NA	NA	NaN	NA
L3HYPDH	NA	NA	NaN	NA
DLST	NA	NA	NaN	NA
GNG2	NA	NA	NaN	NA
C14orf2	NA	NA	NaN	NA
CHMP4A	NA	NA	NaN	NA
C14orf151	NA	NA	NaN	NA
LOXL1	NA	NA	NaN	NA
SECISBP2L	NA	NA	NaN	NA
HDGFRP3	NA	NA	NaN	NA
RSL24D1	NA	NA	NaN	NA
BLOC1S6	NA	NA	NaN	NA
SEMA7A	NA	NA	NaN	NA
CAPN3	NA	NA	NaN	NA
GPR176	NA	NA	NaN	NA
SNX33	NA	NA	NaN	NA
MAPKBP1	NA	NA	NaN	NA
LCMT2	NA	NA	NaN	NA
ITGA11	NA	NA	NaN	NA
TTBK2	NA	NA	NaN	NA
CORO2B	NA	NA	NaN	NA
FBN1	NA	NA	NaN	NA
DTWD1	NA	NA	NaN	NA
PLEKHO2	NA	NA	NaN	NA
AC069368.3	NA	NA	NaN	NA
HYPK	NA	NA	NaN	NA
MYEF2	NA	NA	NaN	NA
C15orf52	NA	NA	NaN	NA
CSNK1G1	NA	NA	NaN	NA
FAM98B	NA	NA	NaN	NA
GINS2	NA	NA	NaN	NA
CDR2	NA	NA	NaN	NA
TNFRSF12A	NA	NA	NaN	NA
CLN3	NA	NA	NaN	NA
NME4	NA	NA	NaN	NA
ZFHX3	NA	NA	NaN	NA
MT1G	NA	NA	NaN	NA
MT1X	NA	NA	NaN	NA
CDH13	NA	NA	NaN	NA
ATP2A1	NA	NA	NaN	NA
MT1F	NA	NA	NaN	NA
MMP2	NA	NA	NaN	NA
FAM173A	NA	NA	NaN	NA
KIAA0513	NA	NA	NaN	NA
CCDC102A	NA	NA	NaN	NA
RSPRY1	NA	NA	NaN	NA
METTL9	NA	NA	NaN	NA
CYLD	NA	NA	NaN	NA
CLEC16A	NA	NA	NaN	NA
ACD	NA	NA	NaN	NA
RBL2	NA	NA	NaN	NA
CES2	NA	NA	NaN	NA
VASN	NA	NA	NaN	NA
HBA2	NA	NA	NaN	NA
HBA1	NA	NA	NaN	NA
MTSS1L	NA	NA	NaN	NA
SLC7A6	NA	NA	NaN	NA
KIAA0356	NA	NA	NaN	NA
STARD3	NA	NA	NaN	NA
CD68	NA	NA	NaN	NA
ALOX15B	NA	NA	NaN	NA
NDEL1	NA	NA	NaN	NA
COPZ2	NA	NA	NaN	NA
DUSP14	NA	NA	NaN	NA
TNFAIP1	NA	NA	NaN	NA
TMEM97	NA	NA	NaN	NA
SEC14L1	NA	NA	NaN	NA
RNF167	NA	NA	NaN	NA
FMNL1	NA	NA	NaN	NA
TIMP2	NA	NA	NaN	NA
GABARAP	NA	NA	NaN	NA
MIEN1	NA	NA	NaN	NA
TBC1D16	NA	NA	NaN	NA
SAT2	NA	NA	NaN	NA
STAT5B	NA	NA	NaN	NA
FAM101B	NA	NA	NaN	NA
GID4	NA	NA	NaN	NA
CCT6B	NA	NA	NaN	NA
CCDC57	NA	NA	NaN	NA
NCOR1	NA	NA	NaN	NA
COL1A1	NA	NA	NaN	NA
NF1	NA	NA	NaN	NA
LSMD1	NA	NA	NaN	NA
RAB34	NA	NA	NaN	NA
FLCN	NA	NA	NaN	NA
CDR2L	NA	NA	NaN	NA
ALDOC	NA	NA	NaN	NA
XYLT2	NA	NA	NaN	NA
TMUB2	NA	NA	NaN	NA
AC174470.1	NA	NA	NaN	NA
FAM195B	NA	NA	NaN	NA
C17orf59	NA	NA	NaN	NA
STRA13	NA	NA	NaN	NA
RNF213	NA	NA	NaN	NA
DTNA	NA	NA	NaN	NA
SERPINB2	NA	NA	NaN	NA
CTIF	NA	NA	NaN	NA
ATP8B1	NA	NA	NaN	NA
RAB31	NA	NA	NaN	NA
PIGN	NA	NA	NaN	NA
OSBPL1A	NA	NA	NaN	NA
TTC39C	NA	NA	NaN	NA
KATNAL2	NA	NA	NaN	NA
CDH2	NA	NA	NaN	NA
SOCS6	NA	NA	NaN	NA
SLC39A6	NA	NA	NaN	NA
TWSG1	NA	NA	NaN	NA
TGFB1	NA	NA	NaN	NA
AKT2	NA	NA	NaN	NA
PSENEN	NA	NA	NaN	NA
PGPEP1	NA	NA	NaN	NA
COMP	NA	NA	NaN	NA
CCNE1	NA	NA	NaN	NA
ALKBH7	NA	NA	NaN	NA
SCAMP4	NA	NA	NaN	NA
EVI5L	NA	NA	NaN	NA
TFPT	NA	NA	NaN	NA
LENG1	NA	NA	NaN	NA
NAT14	NA	NA	NaN	NA
DEDD2	NA	NA	NaN	NA
HOMER3	NA	NA	NaN	NA
NFKBIB	NA	NA	NaN	NA
C19orf66	NA	NA	NaN	NA
SYDE1	NA	NA	NaN	NA
PPAN-P2RY11	NA	NA	NaN	NA
SPPL2B	NA	NA	NaN	NA
GPR108	NA	NA	NaN	NA
ATP5SL	NA	NA	NaN	NA
HAUS8	NA	NA	NaN	NA
C19orf70	NA	NA	NaN	NA
MRPL54	NA	NA	NaN	NA
ZNF460	NA	NA	NaN	NA
CAPS	NA	NA	NaN	NA
DCAF15	NA	NA	NaN	NA
C3	NA	NA	NaN	NA
SERINC3	NA	NA	NaN	NA
PLCB4	NA	NA	NaN	NA
TMEM230	NA	NA	NaN	NA
STX16-NPEPL1	NA	NA	NaN	NA
HCK	NA	NA	NaN	NA
C20orf24	NA	NA	NaN	NA
NCOA3	NA	NA	NaN	NA
SLC23A2	NA	NA	NaN	NA
SYNJ1	NA	NA	NaN	NA
SH3BGR	NA	NA	NaN	NA
CBS	NA	NA	NaN	NA
CBR1	NA	NA	NaN	NA
JAM2	NA	NA	NaN	NA
SLC19A1	NA	NA	NaN	NA
C2CD2	NA	NA	NaN	NA
LTN1	NA	NA	NaN	NA
ATP6E	NA	NA	NaN	NA
TSPO	NA	NA	NaN	NA
MTMR3	NA	NA	NaN	NA
HIC2	NA	NA	NaN	NA
MAPK12	NA	NA	NaN	NA
ARSA	NA	NA	NaN	NA
CHADL	NA	NA	NaN	NA
NAGA	NA	NA	NaN	NA
OSBP2	NA	NA	NaN	NA
GATSL3	NA	NA	NaN	NA
NEFH	NA	NA	NaN	NA
E2F8	NA	NA	NaN	NA
MARK2	NA	NA	NaN	NA
UBE2Q2	NA	NA	NaN	NA
UBE2Q1	NA	NA	NaN	NA
MEF2A	NA	NA	NaN	NA
MEF2C	NA	NA	NaN	NA
HIST1H2BJ	NA	NA	NaN	NA
HIST2H2BE	NA	NA	NaN	NA
HIST1H2BB	NA	NA	NaN	NA
HIST1H2BO	NA	NA	NaN	NA
HIST1H2BD	NA	NA	NaN	NA
HIST1H2BI	NA	NA	NaN	NA
HIST1H2BC	NA	NA	NaN	NA
HIST1H2BL	NA	NA	NaN	NA
HIST1H2BG	NA	NA	NaN	NA
HIST1H2BH	NA	NA	NaN	NA
HIST1H2BE	NA	NA	NaN	NA
HIST1H2BF	NA	NA	NaN	NA
HIST1H2BK	NA	NA	NaN	NA
HIST2H2BF	NA	NA	NaN	NA
HIST1H2BN	NA	NA	NaN	NA
HIST1H2AB	NA	NA	NaN	NA
HIST1H2AE	NA	NA	NaN	NA
HIST1H2AC	NA	NA	NaN	NA
HIST3H2A	NA	NA	NaN	NA
HIST1H2AJ	NA	NA	NaN	NA
HIST1H2AK	NA	NA	NaN	NA
HIST1H2AH	NA	NA	NaN	NA
HIST1H2AI	NA	NA	NaN	NA
HIST1H2AG	NA	NA	NaN	NA
HIST1H2AD	NA	NA	NaN	NA
HIST1H2AL	NA	NA	NaN	NA
HIST1H2AM	NA	NA	NaN	NA
RPS6KA2	NA	NA	NaN	NA
BNIP3	NA	NA	NaN	NA
BNIP3P1	NA	NA	NaN	NA
TUBBP1	NA	NA	NaN	NA
RP11-683L23.1	NA	NA	NaN	NA
UBTD1	NA	NA	NaN	NA
UBTD2	NA	NA	NaN	NA
GRK6	NA	NA	NaN	NA
GRK5	NA	NA	NaN	NA
CAMK2B	NA	NA	NaN	NA
RAB11FIP2	NA	NA	NaN	NA
FAM45B	NA	NA	NaN	NA
RP11-467L13.5	NA	NA	NaN	NA
CDK3	NA	NA	NaN	NA
CPNE5	NA	NA	NaN	NA
DPY19L2	NA	NA	NaN	NA
TUBA3E	NA	NA	NaN	NA
HMGB1P1	NA	NA	NaN	NA
SIX3	NA	NA	NaN	NA
SIX6	NA	NA	NaN	NA
CTAGE9	NA	NA	NaN	NA
RPL10L	NA	NA	NaN	NA
BTBD1	NA	NA	NaN	NA
CAPN15	NA	NA	NaN	NA
SMCR5	NA	NA	NaN	NA
FZD7	NA	NA	NaN	NA
FZD2	NA	NA	NaN	NA
SUMO4	NA	NA	NaN	NA
SMARCD3	NA	NA	NaN	NA
DYRK1B	NA	NA	NaN	NA
RAB3C	NA	NA	NaN	NA
CYTH3	NA	NA	NaN	NA
KDELR2	NA	NA	NaN	NA
MYL3	NA	NA	NaN	NA
MYL1	NA	NA	NaN	NA
RBPJL	NA	NA	NaN	NA
DOPEY1	NA	NA	NaN	NA
EPHA3	NA	NA	NaN	NA
KIAA1549	NA	NA	NaN	NA
PCYT1B	NA	NA	NaN	NA
SMAD1	NA	NA	NaN	NA
UBE2D3	NA	NA	NaN	NA
ATP6V1G2	NA	NA	NaN	NA
ATP6V1G2-DDX39B	NA	NA	NaN	NA
PSMB8	NA	NA	NaN	NA
PPP1R11	NA	NA	NaN	NA
GNL1	NA	NA	NaN	NA
TRIM39	NA	NA	NaN	NA
HSPA1L	NA	NA	NaN	NA
PRRC2A	NA	NA	NaN	NA
HLA-G	NA	NA	NaN	NA
HLA-C	NA	NA	NaN	NA
HLA-B	NA	NA	NaN	NA
PHF1	NA	NA	NaN	NA
MRRFP1	NA	NA	NaN	NA
HLA-A	NA	NA	NaN	NA
SLC16A2	NA	NA	NaN	NA
OPHN1	NA	NA	NaN	NA
TRAPPC2	NA	NA	NaN	NA
ARMCX2	NA	NA	NaN	NA
KDM6A	NA	NA	NaN	NA
ARMCX1	NA	NA	NaN	NA
TEX13A	NA	NA	NaN	NA
F8A3	NA	NA	NaN	NA
F8A1	NA	NA	NaN	NA
F8A2	NA	NA	NaN	NA
ARMCX6	NA	NA	NaN	NA
BEX1	NA	NA	NaN	NA
IDS	NA	NA	NaN	NA
DNASE1L1	NA	NA	NaN	NA
C1GALT1C1	NA	NA	NaN	NA
CD99L2	NA	NA	NaN	NA
HMGB3	NA	NA	NaN	NA
TIMM17B	NA	NA	NaN	NA
TMLHE	NA	NA	NaN	NA
ELK1	NA	NA	NaN	NA
TCEAL3	NA	NA	NaN	NA
TCEAL5	NA	NA	NaN	NA
CHRDL1	NA	NA	NaN	NA
LRCH2	NA	NA	NaN	NA
GEMIN8	NA	NA	NaN	NA
USP9Y	NA	NA	NaN	NA
CLH22	NA	NA	NaN	NA
BAG1	NA	NA	NaN	NA
C16orf13	NA	NA	NaN	NA
PABPC4L	NA	NA	NaN	NA
LYN	NA	NA	NaN	NA
ICMT	NA	NA	-0.3967466	NA
CPSF3L	NA	NA	-0.4486268	NA
LCK	NA	NA	NaN	NA
TRIT1	NA	NA	-0.1542972	NA
CGN	NA	NA	-0.9269221	NA
IRF6	NA	NA	-0.7035954	NA
RLF	NA	NA	-0.3052535	NA
PIK3CD	NA	NA	NaN	NA
PARS2	NA	NA	-0.6072676	NA
FBXO28	NA	NA	-0.5910864	NA
METTL18	NA	NA	NaN	NA
TAF12	NA	NA	NaN	NA
PIK3CD	NA	NA	0.2326488	NA
EYA3	NA	NA	-0.7691277	NA
INADL	NA	NA	0.1192898	NA
CTNNBIP1	NA	NA	NaN	NA
ARHGEF16	NA	NA	-0.1005704	NA
TSTD1	NA	NA	-0.6033363	NA
RC3H1	NA	NA	-0.4534141	NA
LRRC8D	NA	NA	-0.2950233	NA
AGO3	NA	NA	NaN	NA
MUTYH	NA	NA	NaN	NA
MARC2	NA	NA	0.5423073	NA
SSX2IP	NA	NA	NaN	NA
SKI	NA	NA	NaN	NA
TAF5L	NA	NA	NaN	NA
RUNX3	NA	NA	NaN	NA
SZRD1	NA	NA	NaN	NA
FAM76A	NA	NA	NaN	NA
DPM3	NA	NA	-1.283738	NA
WRAP73	NA	NA	NaN	NA
TMEM206	NA	NA	-0.206745	NA
ACP6	NA	NA	-0.2240687	NA
VPS13D	NA	NA	-0.05410765	NA
MECR	NA	NA	-0.1343821	NA
TYW3	NA	NA	-0.8271136	NA
PRKAB2	NA	NA	NaN	NA
EGLN1	NA	NA	0.09192488	NA
ORC1	NA	NA	-0.3667344	NA
DDX59	NA	NA	0.8242528	NA
PAFAH2	NA	NA	NaN	NA
MAP3K6	NA	NA	NaN	NA
SNIP1	NA	NA	-0.4688307	NA
TMEM56	NA	NA	0.5327029	NA
PUSL1	NA	NA	NaN	NA
PPIAL4G	NA	NA	NaN	NA
HRNR	NA	NA	NaN	NA
LAMB3	NA	NA	-0.96003	NA
RERE	NA	NA	NaN	NA
RPF1	NA	NA	-0.5091218	NA
ZBTB40	NA	NA	-0.6923143	NA
POLR3C	NA	NA	-0.4880651	NA
DNM3	NA	NA	NaN	NA
RBP7	NA	NA	0.2732175	NA
ZNF644	NA	NA	-0.1324198	NA
C1orf131	NA	NA	-0.883236	NA
NFYC	NA	NA	-0.02916748	NA
ALG6	NA	NA	-0.04817354	NA
S100A2	NA	NA	1.224156	NA
ABL2	NA	NA	NaN	NA
EPB41	NA	NA	-0.2438901	NA
WDTC1	NA	NA	0.1941251	NA
ZBTB7B	NA	NA	NaN	NA
GON4L	NA	NA	NaN	NA
USP33	NA	NA	1.894103	NA
NOS1AP	NA	NA	-0.7343923	NA
SPEN	NA	NA	-0.01457243	NA
KCNK1	NA	NA	NaN	NA
SSBP3	NA	NA	NaN	NA
PLEKHG5	NA	NA	NaN	NA
GATAD2B	NA	NA	-0.4500844	NA
VAMP4	NA	NA	0.1282677	NA
SASS6	NA	NA	-0.7405543	NA
POGK	NA	NA	3.429346	NA
ZMYM1	NA	NA	-0.5081716	NA
VPS72	NA	NA	-0.03977008	NA
TADA1	NA	NA	NaN	NA
AGTRAP	NA	NA	0.2766988	NA
SDE2	NA	NA	-0.5479911	NA
DTL	NA	NA	NaN	NA
TM2D1	NA	NA	0.6362016	NA
CDC20	NA	NA	-1.235824	NA
ATPAF1	NA	NA	0.2259689	NA
RCOR3	NA	NA	-0.1695986	NA
CDA	NA	NA	1.294592	NA
CTH	NA	NA	-0.2135771	NA
S100A8	NA	NA	NaN	NA
ESPN	NA	NA	0.8750175	NA
PKLR	NA	NA	NaN	NA
CDK18	NA	NA	NaN	NA
KIAA2013	NA	NA	-0.2921534	NA
RSBN1	NA	NA	NaN	NA
MEAF6	NA	NA	-1.083172	NA
FBXO42	NA	NA	NaN	NA
CREG1	NA	NA	NaN	NA
RXRG	NA	NA	NaN	NA
AGO4	NA	NA	0.253074	NA
F11R	NA	NA	-0.8385008	NA
PTGFRN	NA	NA	0.2910973	NA
MARC1	NA	NA	0.3081864	NA
KCTD3	NA	NA	-0.6131865	NA
TOMM20	NA	NA	NaN	NA
ATP1A2	NA	NA	0.2352399	NA
PRKAA2	NA	NA	-0.5784012	NA
NRAS	NA	NA	0.1760205	NA
LAD1	NA	NA	-1.23664	NA
PFKFB2	NA	NA	0.2003725	NA
F5	NA	NA	-0.1376336	NA
FAAH	NA	NA	-0.035839	NA
STIL	NA	NA	NaN	NA
RAVER2	NA	NA	NaN	NA
ACOT11	NA	NA	NaN	NA
IGSF3	NA	NA	0.2474149	NA
IVNS1ABP	NA	NA	NaN	NA
SMYD2	NA	NA	0.3929595	NA
MDM4	NA	NA	NaN	NA
RRP15	NA	NA	-0.7107121	NA
ERO1LB	NA	NA	NaN	NA
TOE1	NA	NA	-0.4409809	NA
MKNK1	NA	NA	0.2175853	NA
OMA1	NA	NA	-0.0301817	NA
FOXJ3	NA	NA	NaN	NA
CNKSR1	NA	NA	NaN	NA
GPR89C	NA	NA	0.4340276	NA
DUSP23	NA	NA	-0.537131	NA
MPC2	NA	NA	0.6709203	NA
ACBD6	NA	NA	-0.7771045	NA
C1orf52	NA	NA	NaN	NA
LRIF1	NA	NA	0.04628156	NA
FBXO6	NA	NA	0.0343398	NA
ERRFI1	NA	NA	-0.1601751	NA
CEP85	NA	NA	NaN	NA
HOOK1	NA	NA	-0.2734453	NA
AHDC1	NA	NA	NaN	NA
LDLRAP1	NA	NA	NaN	NA
LEPROT	NA	NA	NaN	NA
TACSTD2	NA	NA	NaN	NA
RNPC3	NA	NA	0.5280712	NA
FBXO2	NA	NA	1.884117	NA
PTPRU	NA	NA	1.338302	NA
CTBS	NA	NA	0.6478334	NA
S100A14	NA	NA	-3.460037	NA
GDAP2	NA	NA	0.03351105	NA
OBSCN	NA	NA	-0.1002211	NA
TTF2	NA	NA	-0.605647	NA
SLC27A3	NA	NA	NaN	NA
FLVCR1	NA	NA	NaN	NA
SMPDL3B	NA	NA	-0.8189853	NA
ELF3	NA	NA	NaN	NA
THEM4	NA	NA	-0.47696	NA
ZNHIT6	NA	NA	-0.1414543	NA
ARNT	NA	NA	NaN	NA
ASH1L	NA	NA	NaN	NA
TRIM11	NA	NA	NaN	NA
PCSK9	NA	NA	NaN	NA
NVL	NA	NA	-0.1143645	NA
TNNI3K	NA	NA	-0.1825404	NA
RAB25	NA	NA	-1.410372	NA
TRNAU1AP	NA	NA	NaN	NA
CEP350	NA	NA	-2.149647	NA
TNNI3K	NA	NA	-0.194977	NA
POGZ	NA	NA	-0.1805607	NA
ABCB10	NA	NA	-0.1617016	NA
MED18	NA	NA	-0.1855538	NA
GLRX2	NA	NA	NaN	NA
ADCK3	NA	NA	0.4088205	NA
S100A4	NA	NA	-0.02989736	NA
INTS7	NA	NA	-0.6396695	NA
GNG5	NA	NA	-0.05455706	NA
LRRC41	NA	NA	-0.2470631	NA
DVL1	NA	NA	NaN	NA
YY1AP1	NA	NA	NaN	NA
RUSC1	NA	NA	NaN	NA
SEC22B	NA	NA	0.255682	NA
BCL9	NA	NA	NaN	NA
EDARADD	NA	NA	NaN	NA
C1orf226	NA	NA	NaN	NA
C1orf122	NA	NA	NaN	NA
MZT2B	NA	NA	NaN	NA
RTKN	NA	NA	0.3696061	NA
DTNB	NA	NA	NaN	NA
KIF3C	NA	NA	-0.4205302	NA
SLC30A6	NA	NA	0.1565814	NA
SAP130	NA	NA	0.4468479	NA
ODC1	NA	NA	NaN	NA
MZT2A	NA	NA	0.4006039	NA
ZFP36L2	NA	NA	NaN	NA
R3HDM1	NA	NA	NaN	NA
TMEM131	NA	NA	0.3167371	NA
EPCAM	NA	NA	-2.192477	NA
PIKFYVE	NA	NA	0.04601546	NA
COMMD1	NA	NA	-0.00662142	NA
CAPG	NA	NA	0.2195867	NA
SMC6	NA	NA	0.002594432	NA
PAPOLG	NA	NA	-0.5796142	NA
GTF3C3	NA	NA	-0.3396876	NA
KDM3A	NA	NA	-0.4590901	NA
SOWAHC	NA	NA	NaN	NA
ITM2C	NA	NA	NaN	NA
NDUFAF7	NA	NA	-0.01624095	NA
D2HGDH	NA	NA	NaN	NA
NBEAL1	NA	NA	-0.2616212	NA
HJURP	NA	NA	0.01891905	NA
STARD7	NA	NA	NaN	NA
MTIF2	NA	NA	-0.4691613	NA
NMI	NA	NA	0.6333229	NA
ACYP2	NA	NA	0.9289577	NA
SLC1A4	NA	NA	0.2370741	NA
METTL8	NA	NA	-2.124561	NA
MTA3	NA	NA	-0.482311	NA
REV1	NA	NA	NaN	NA
TFCP2L1	NA	NA	NaN	NA
FASTKD1	NA	NA	NaN	NA
HEATR5B	NA	NA	-0.05302967	NA
C2orf44	NA	NA	NaN	NA
KHK	NA	NA	NaN	NA
BARD1	NA	NA	NaN	NA
IGFBP2	NA	NA	NaN	NA
TRAPPC12	NA	NA	0.01249718	NA
VPS54	NA	NA	NaN	NA
BUB1	NA	NA	-0.00496842	NA
C2orf43	NA	NA	-0.0974914	NA
AP1S3	NA	NA	-0.1779797	NA
MFSD6	NA	NA	1.457089	NA
FSIP2	NA	NA	-0.02095555	NA
TAF1B	NA	NA	-1.857028	NA
METAP1D	NA	NA	0.2406196	NA
PECR	NA	NA	1.159164	NA
EPB41L5	NA	NA	-0.9143641	NA
ACVR1	NA	NA	-0.3249974	NA
NOSTRIN	NA	NA	NaN	NA
RNF25	NA	NA	-0.2833372	NA
PASK	NA	NA	-0.039346	NA
EIF2AK3	NA	NA	NaN	NA
ZNF385B	NA	NA	NaN	NA
LRP2	NA	NA	-0.3385325	NA
UNC50	NA	NA	NaN	NA
