gene	Protein-HCT116-5-4	Protein-RPE-1-21-3	Protein-RPE-1-5-3-12-3
AP1S3	-0.1779797	NaN	NaN
MFSD6	1.457089	NaN	NaN
FSIP2	-0.02095555	NaN	NaN
TAF1B	-1.857028	NaN	NaN
METAP1D	0.2406196	NaN	NaN
PECR	1.159164	NaN	NaN
EPB41L5	-0.9143641	NaN	NaN
ACVR1	-0.3249974	NaN	NaN
NOSTRIN	NaN	NaN	NaN
RNF25	-0.2833372	NaN	NaN
PASK	-0.039346	NaN	NaN
EIF2AK3	NaN	NaN	NaN
ZNF385B	NaN	NaN	NaN
LRP2	-0.3385325	NaN	NaN
UNC50	NaN	NaN	NaN
SCRN3	NaN	NaN	NaN
SEMA4C	0.07287945	NaN	NaN
RMDN2	0.4318903	NaN	NaN
BOLA3	NaN	NaN	NaN
KIF5C	0.3437926	NaN	NaN
VSNL1	2.161763	NaN	NaN
SLC5A6	-0.1985525	NaN	NaN
PQLC3	1.093097	NaN	NaN
AGAP1	NaN	NaN	NaN
MMADHC	NaN	NaN	NaN
SMARCAL1	0.5911747	NaN	NaN
GALNT3	-0.3468007	NaN	NaN
DNAH6	-0.4463475	NaN	NaN
OSGEPL1	0.5420103	NaN	NaN
DPYSL5	0.3365119	NaN	NaN
GLB1L	NaN	NaN	NaN
SPAST	-0.3982127	NaN	NaN
REL	NaN	NaN	NaN
UBR3	-0.06473637	NaN	NaN
RBKS	0.3105728	NaN	NaN
RMND5A	-0.8131952	NaN	NaN
WDR92	-0.3334433	NaN	NaN
INPP4A	0.3917389	NaN	NaN
GCA	0.5132886	NaN	NaN
POLE4	-0.4985278	NaN	NaN
FAM49A	NaN	NaN	NaN
ALPP	NaN	NaN	NaN
ALPPL2	NaN	NaN	NaN
CHCHD5	0.02174815	NaN	NaN
WDR54	0.5751187	NaN	NaN
AFTPH	-0.1121471	NaN	NaN
NAB1	NaN	NaN	NaN
IFIH1	2.799545	NaN	NaN
USP40	-0.4770938	NaN	NaN
TBC1D8	NaN	NaN	NaN
KIF5C	NaN	NaN	NaN
OSBPL6	-0.2314303	NaN	NaN
STK25	NaN	NaN	NaN
COL5A2	1.099901	NaN	NaN
SLC4A1AP	-0.6524069	NaN	NaN
DUSP11	-0.06783585	NaN	NaN
ADAM17	-0.1964588	NaN	NaN
YPEL5	-0.1044033	NaN	NaN
FARP2	-0.2419177	NaN	NaN
C2orf49	-0.2666785	NaN	NaN
VAMP8	0.3651326	NaN	NaN
METTL5	-0.7637559	NaN	NaN
C2orf76	0.3645136	NaN	NaN
MITD1	-0.1679224	NaN	NaN
KANSL3	NaN	NaN	NaN
TRMT61B	NaN	NaN	NaN
MRPL33	-0.1442159	NaN	NaN
ANKRD39	NaN	NaN	NaN
AC093838.4	NaN	NaN	NaN
SLMAP	0.8749149	NaN	NaN
SLC26A6	NaN	NaN	NaN
OXSM	-0.1726148	NaN	NaN
ELP6	-0.1391404	NaN	NaN
NR1D2	NaN	NaN	NaN
CYB561D2	NaN	NaN	NaN
CACNA2D2	1.662954	NaN	NaN
MST1R	0.4601522	NaN	NaN
PCBP4	0.4155897	NaN	NaN
BAP1	0.2693923	NaN	NaN
CLDND1	0.4885024	NaN	NaN
SENP5	NaN	NaN	NaN
BBX	0.2473246	NaN	NaN
CD47	0.6233987	NaN	NaN
PHC3	1.167233	NaN	NaN
PLXNA1	0.6342214	NaN	NaN
ABCC5	NaN	NaN	NaN
ACTR8	-0.3261818	NaN	NaN
HYAL2	NaN	NaN	NaN
PLCD1	1.974021	NaN	NaN
TSEN2	-0.9271626	NaN	NaN
CCDC51	-0.9425951	NaN	NaN
RYBP	NaN	NaN	NaN
TTLL3	-0.2944556	NaN	NaN
PLD1	0.7392546	NaN	NaN
ALAS1	0.009358918	NaN	NaN
CMTM6	0.1394429	NaN	NaN
NCKIPSD	-0.2145752	NaN	NaN
ZMAT3	NaN	NaN	NaN
NKTR	-0.2866737	NaN	NaN
CCDC39	-0.6395692	NaN	NaN
GPD1L	0.000588255	NaN	NaN
CHCHD6	0.1842168	NaN	NaN
VPRBP	-0.2301158	NaN	NaN
AMOTL2	NaN	NaN	NaN
MAGI1	0.2015084	NaN	NaN
USP19	0.09693644	NaN	NaN
PLSCR1	NaN	NaN	NaN
SFMBT1	NaN	NaN	NaN
TREX1	0.2555486	NaN	NaN
CSTA	NaN	NaN	NaN
IQSEC1	-0.4727425	NaN	NaN
FOXL2	NaN	NaN	NaN
CCNL1	-0.5617498	NaN	NaN
CMTM8	NaN	NaN	NaN
EPHA6	NaN	NaN	NaN
ZBTB11	NaN	NaN	NaN
C3orf17	-0.343548	NaN	NaN
PTPRG	1.156088	NaN	NaN
SCAP	NaN	NaN	NaN
RPL22L1	-0.3265159	NaN	NaN
SELK	NaN	NaN	NaN
MB21D2	NaN	NaN	NaN
ECT2	-0.08424205	NaN	NaN
QTRTD1	-0.3885065	NaN	NaN
TFDP2	NaN	NaN	NaN
LMCD1	NaN	NaN	NaN
FHIT	-1.380183	NaN	NaN
SENP7	NaN	NaN	NaN
IFT80	NaN	NaN	NaN
IP6K1	0.696686	NaN	NaN
SLC6A6	1.781024	NaN	NaN
SLC25A36	NaN	NaN	NaN
ABHD6	0.8351009	NaN	NaN
SERPINI2	NaN	NaN	NaN
CHDH	1.69782	NaN	NaN
RP11-440K22.1	0.2711866	NaN	NaN
BRPF1	0.1186836	NaN	NaN
CBLB	NaN	NaN	NaN
ATP11B	NaN	NaN	NaN
CRYBG3	NaN	NaN	NaN
ATRIP	0.1075959	NaN	NaN
EEFSEC	0.5030434	NaN	NaN
OSBPL10	0.07221271	NaN	NaN
PDIA5	-0.3236424	NaN	NaN
RPP14	NaN	NaN	NaN
LRRC58	NaN	NaN	NaN
SETD5	NaN	NaN	NaN
HACL1	-0.6047549	NaN	NaN
DENND6A	NaN	NaN	NaN
EAF1	NaN	NaN	NaN
YEATS2	NaN	NaN	NaN
MFI2	2.872684	NaN	NaN
IP6K2	NaN	NaN	NaN
TOPBP1	-0.3538661	NaN	NaN
TLR9	-0.2605666	NaN	NaN
RAB43	-0.03360701	NaN	NaN
ISY1	-0.03360701	NaN	NaN
COX17	NaN	NaN	NaN
ZCCHC4	NaN	NaN	NaN
BLOC1S4	NaN	NaN	NaN
MANBA	-0.1914914	NaN	NaN
MGST2	NaN	NaN	NaN
IDUA	0.2869508	NaN	NaN
NELFA	-0.1717421	NaN	NaN
HPSE	0.6103221	NaN	NaN
TLR3	NaN	NaN	NaN
ELF2	NaN	NaN	NaN
OTUD4	-0.5101899	NaN	NaN
MND1	-0.9686955	NaN	NaN
NFXL1	-0.4613625	NaN	NaN
MRPS18C	-0.04520405	NaN	NaN
AREG	NaN	NaN	NaN
AREGB	NaN	NaN	NaN
NR3C2	-0.08277453	NaN	NaN
SAP30	-1.202883	NaN	NaN
DNAJB14	NaN	NaN	NaN
NAAA	NaN	NaN	NaN
YTHDC1	0.1098439	NaN	NaN
HAUS3	-1.035431	NaN	NaN
KIAA1109	-0.285823	NaN	NaN
RBM47	2.185645	NaN	NaN
FRAS1	1.149984	NaN	NaN
HERC5	0.367214	NaN	NaN
USP46	0.0604427	NaN	NaN
C4orf32	NaN	NaN	NaN
CEP135	-0.4385583	NaN	NaN
ANKRD50	0.1681211	NaN	NaN
HSP90AB3P	NaN	NaN	NaN
LSM6	-0.3947538	NaN	NaN
DGKQ	0.6591939	NaN	NaN
CLOCK	-0.4600721	NaN	NaN
CDS1	NaN	NaN	NaN
WDFY3	NaN	NaN	NaN
LIN54	0.4731115	NaN	NaN
CBR4	-0.870774	NaN	NaN
PI4K2B	-0.4993704	NaN	NaN
HSP90AA4P	0.2321696	NaN	NaN
KIT	NaN	NaN	NaN
ARAP2	0.469692	NaN	NaN
ANAPC10	0.04320455	NaN	NaN
GPR125	NaN	NaN	NaN
LIN54	NaN	NaN	NaN
DCUN1D4	NaN	NaN	NaN
CENPU	NaN	NaN	NaN
FGG	NaN	NaN	NaN
PROM1	-1.339561	NaN	NaN
TRIML2	NaN	NaN	NaN
GUF1	-0.3350188	NaN	NaN
EREG	-1.848505	NaN	NaN
UGT8	-0.6348478	NaN	NaN
MED28	-0.7121859	NaN	NaN
ZNF827	NaN	NaN	NaN
SLC7A11	0.3516766	NaN	NaN
SEL1L3	0.2295656	NaN	NaN
MSX1	-0.2820635	NaN	NaN
PDLIM3	1.585296	NaN	NaN
TRMT10A	-0.6179858	NaN	NaN
RAB28	0.7494324	NaN	NaN
TBC1D1	0.4022721	NaN	NaN
TRIM2	0.05658348	NaN	NaN
INTS12	NaN	NaN	NaN
DCAF16	0.04990952	NaN	NaN
TIFA	NaN	NaN	NaN
DNAJB14	0.1432628	NaN	NaN
KIAA1430	0.3999913	NaN	NaN
CBR4	NaN	NaN	NaN
SLC12A7	1.317898	NaN	NaN
CCDC127	1.435735	NaN	NaN
DCP2	0.5579116	NaN	NaN
CKMT2	-0.2990988	NaN	NaN
HMGCR	NaN	NaN	NaN
C5orf24	NaN	NaN	NaN
UBE2B	0.6801154	NaN	NaN
RHOBTB3	NaN	NaN	NaN
CDC42SE2	NaN	NaN	NaN
BRD8	NaN	NaN	NaN
BOD1	-0.1533462	NaN	NaN
OCLN	NaN	NaN	NaN
PAIP2	NaN	NaN	NaN
FAM169A	0.9105837	NaN	NaN
BRD9	-0.2147118	NaN	NaN
AFF4	0.8180325	NaN	NaN
MAML1	NaN	NaN	NaN
FAM105B	NaN	NaN	NaN
RP11-423H2.1	NaN	NaN	NaN
HOMER1	0.3822799	NaN	NaN
SPRY4	1.319266	NaN	NaN
CDC25C	NaN	NaN	NaN
EGR1	NaN	NaN	NaN
PCBD2	NaN	NaN	NaN
CNOT8	NaN	NaN	NaN
POC5	0.7119879	NaN	NaN
FCHSD1	2.583584	NaN	NaN
TRIM41	0.468897	NaN	NaN
C5orf45	0.4389316	NaN	NaN
WWC1	NaN	NaN	NaN
DMXL1	NaN	NaN	NaN
RNF145	NaN	NaN	NaN
SH3PXD2B	NaN	NaN	NaN
DDX4	NaN	NaN	NaN
MCC	0.3703876	NaN	NaN
AHRR	1.0297	NaN	NaN
ZNF346	1.318315	NaN	NaN
FER	-0.3215855	NaN	NaN
RMND5B	NaN	NaN	NaN
SIL1	0.4115348	NaN	NaN
ARL15	1.923453	NaN	NaN
PGGT1B	NaN	NaN	NaN
C5orf22	NaN	NaN	NaN
JMY	1.103967	NaN	NaN
NUDT12	1.349365	NaN	NaN
GPRIN1	0.368375	NaN	NaN
FLT4	NaN	NaN	NaN
GRPEL2	0.7531168	NaN	NaN
MED10	NaN	NaN	NaN
TNIP1	NaN	NaN	NaN
DOCK2	0.112233	NaN	NaN
SLC1A3	NaN	NaN	NaN
ZCCHC9	-0.2166031	NaN	NaN
TMEM161B	0.5260689	NaN	NaN
TICAM2	NaN	NaN	NaN
PIK3R1	NaN	NaN	NaN
DTWD2	0.86782	NaN	NaN
ANKH	NaN	NaN	NaN
HCN1	NaN	NaN	NaN
PANK3	0.4396712	NaN	NaN
ITGA1	3.156202	NaN	NaN
OSMR	NaN	NaN	NaN
ZNF131	NaN	NaN	NaN
APC	0.4461504	NaN	NaN
ELOVL7	0.8963625	NaN	NaN
AMACR	NaN	NaN	NaN
GM2A	NaN	NaN	NaN
TRIM36	NaN	NaN	NaN
ADAMTS12	NaN	NaN	NaN
PTCD2	NaN	NaN	NaN
CSNK1G3	0.563939	NaN	NaN
CYSTM1	NaN	NaN	NaN
LYRM7	0.89959	NaN	NaN
PAPD4	0.2863536	NaN	NaN
SLC27A6	1.502483	NaN	NaN
GTF2H2	NaN	NaN	NaN
GTF2H2C	NaN	NaN	NaN
GTF2H2B	NaN	NaN	NaN
HMMR	0.7346554	NaN	NaN
ERCC8	NaN	NaN	NaN
RIOK1	-0.5505284	NaN	NaN
FAM8A1	0.5114207	NaN	NaN
QRSL1	0.2468687	NaN	NaN
UHRF1BP1	-0.05697139	NaN	NaN
OSTM1	NaN	NaN	NaN
MRPL18	-0.1907008	NaN	NaN
SLC35A1	NaN	NaN	NaN
MAD2L1BP	-0.1918968	NaN	NaN
CCNC	-0.1989407	NaN	NaN
PNISR	NaN	NaN	NaN
GMNN	NaN	NaN	NaN
AIM1	2.003854	NaN	NaN
TRIM38	0.5206485	NaN	NaN
SLC17A5	0.5880399	NaN	NaN
RNASET2	0.454811	NaN	NaN
MAPK13	0.04956089	NaN	NaN
LAMA2	-0.4483998	NaN	NaN
PDSS2	NaN	NaN	NaN
PACSIN1	NaN	NaN	NaN
WASF1	0.02499341	NaN	NaN
MAP7	-1.06954	NaN	NaN
TMEM181	-0.0512633	NaN	NaN
MCUR1	NaN	NaN	NaN
MAN1A1	-3.385349	NaN	NaN
TMEM63B	0.001586012	NaN	NaN
SENP6	NaN	NaN	NaN
CDKN1A	-0.7365324	NaN	NaN
FBXO5	NaN	NaN	NaN
GPR126	NaN	NaN	NaN
ABT1	-1.049278	NaN	NaN
AIG1	0.4127429	NaN	NaN
MTO1	0.3184614	NaN	NaN
SLC29A1	-0.7426031	NaN	NaN
PM20D2	-0.9332151	NaN	NaN
CUL7	1.619534	NaN	NaN
PGK2	NaN	NaN	NaN
CDYL	-0.4052698	NaN	NaN
MRPS18A	-0.1734334	NaN	NaN
HIST1H1T	NaN	NaN	NaN
RREB1	-0.02095905	NaN	NaN
PTP4A1	-0.9217604	NaN	NaN
TMEM14C	NaN	NaN	NaN
ULBP3	NaN	NaN	NaN
KATNA1	-0.7172163	NaN	NaN
OARD1	-0.4291679	NaN	NaN
ZNF292	-0.6585429	NaN	NaN
LMBRD1	NaN	NaN	NaN
RUNX2	NaN	NaN	NaN
FARS2	NaN	NaN	NaN
ENPP4	0.1306673	NaN	NaN
CYB5R4	-0.00222347	NaN	NaN
ARID1B	0.3577738	NaN	NaN
ENPP5	NaN	NaN	NaN
BLOC1S5	-0.3198377	NaN	NaN
FAM83B	NaN	NaN	NaN
LYRM4	0.8966749	NaN	NaN
MRS2	NaN	NaN	NaN
STXBP5	0.8111493	NaN	NaN
SIRT5	-0.07057904	NaN	NaN
RMND1	-0.2276921	NaN	NaN
SERPINB9	0.7443209	NaN	NaN
TSPYL1	-0.4263365	NaN	NaN
IBTK	-0.3457295	NaN	NaN
MMS22L	0.3068976	NaN	NaN
FOXP4	NaN	NaN	NaN
SNX14	0.1044708	NaN	NaN
SERPINB1	0.5950862	NaN	NaN
PHF10	0.3238889	NaN	NaN
RTN4IP1	NaN	NaN	NaN
BEND3	NaN	NaN	NaN
YIPF3	NaN	NaN	NaN
NHSL1	0.04055405	NaN	NaN
PDCD2	-0.5953107	NaN	NaN
INTS1	-0.3295459	NaN	NaN
CLDN3	-0.144884	NaN	NaN
ZMIZ2	0.2029572	NaN	NaN
TSPAN33	NaN	NaN	NaN
AGFG2	NaN	NaN	NaN
NRF1	1.612859	NaN	NaN
USP42	NaN	NaN	NaN
KBTBD2	0.3127813	NaN	NaN
BAIAP2L1	-0.7914523	NaN	NaN
CDCA7L	NaN	NaN	NaN
GCC1	-0.02372433	NaN	NaN
TSC22D4	-0.1935969	NaN	NaN
PAPOLB	-0.7856467	NaN	NaN
FTSJ2	NaN	NaN	NaN
CDK13	NaN	NaN	NaN
FZD1	NaN	NaN	NaN
EZH2	-0.4893349	NaN	NaN
WIPF3	NaN	NaN	NaN
ZC3HAV1L	NaN	NaN	NaN
ACTL6B	NaN	NaN	NaN
CCM2	NaN	NaN	NaN
HIP1	0.5962673	NaN	NaN
COBL	NaN	NaN	NaN
MACC1	NaN	NaN	NaN
STEAP1	-0.6285431	NaN	NaN
ZNF277	-0.2464982	NaN	NaN
TYW1	NaN	NaN	NaN
TYW1	NaN	NaN	NaN
NOM1	-0.4917523	NaN	NaN
AC004870.5	-0.5343951	NaN	NaN
EPHA1	0.2676993	NaN	NaN
ACTR3C	NaN	NaN	NaN
ACTR3B	NaN	NaN	NaN
KLHL7	NaN	NaN	NaN
TRIM24	0.1909309	NaN	NaN
FOXK1	-0.09557375	NaN	NaN
STARD3NL	0.3419499	NaN	NaN
ZKSCAN1	-0.335499	NaN	NaN
AC004837.3	NaN	NaN	NaN
YAE1D1	NaN	NaN	NaN
MALSU1	NaN	NaN	NaN
GATAD1	NaN	NaN	NaN
EPDR1	NaN	NaN	NaN
IFRD1	0.06763869	NaN	NaN
LIMK1	-0.2213205	NaN	NaN
TRRAP	-0.3088813	NaN	NaN
MICALL2	NaN	NaN	NaN
ST7	0.06518125	NaN	NaN
REPIN1	-1.625489	NaN	NaN
MTERF	0.2488991	NaN	NaN
MRPL32	-0.1034613	NaN	NaN
ZNF800	1.050202	NaN	NaN
TNRC18	NaN	NaN	NaN
MRPS24	-0.1221458	NaN	NaN
TAX1BP1	NaN	NaN	NaN
CNOT4	-0.5752126	NaN	NaN
ABCA13	-0.183261	NaN	NaN
PLXNA4	-0.4838033	NaN	NaN
SEMA3A	NaN	NaN	NaN
GRB10	0.0557857	NaN	NaN
ARHGEF5	NaN	NaN	NaN
PPP1R9A	NaN	NaN	NaN
TMEM209	-0.179139	NaN	NaN
DNAH11	0.3964225	NaN	NaN
FIGNL1	-0.8496825	NaN	NaN
SAMD9	-0.05780561	NaN	NaN
AHR	2.326595	NaN	NaN
SLC25A40	-0.1630095	NaN	NaN
WDR91	0.4422356	NaN	NaN
UBN2	0.1002343	NaN	NaN
RAPGEF5	NaN	NaN	NaN
GATSL2	NaN	NaN	NaN
CPVL	-0.1204353	NaN	NaN
ZNRF2	NaN	NaN	NaN
CBLL1	0.0696208	NaN	NaN
MYO1G	-0.235516	NaN	NaN
PEX1	0.0753003	NaN	NaN
CDK14	0.2307845	NaN	NaN
IRF5	-0.2367803	NaN	NaN
ZNF713	-0.2135374	NaN	NaN
TMUB1	NaN	NaN	NaN
PTCD1	0.09538448	NaN	NaN
MLXIPL	NaN	NaN	NaN
COX19	NaN	NaN	NaN
SEPT7P2	NaN	NaN	NaN
MROH1	0.3171814	NaN	NaN
GPT	NaN	NaN	NaN
FBXL6	NaN	NaN	NaN
OPLAH	-0.07210941	NaN	NaN
FAM83H	0.7804451	NaN	NaN
REEP4	-0.2211642	NaN	NaN
CHRAC1	NaN	NaN	NaN
THEM6	-0.1652726	NaN	NaN
ZNF250	NaN	NaN	NaN
NUDT18	NaN	NaN	NaN
TONSL	0.1241958	NaN	NaN
TM2D2	NaN	NaN	NaN
ZNF706	NaN	NaN	NaN
TOP1MT	NaN	NaN	NaN
JPH1	NaN	NaN	NaN
SLC25A32	-0.5925631	NaN	NaN
TNFRSF10A	-1.257416	NaN	NaN
RPL10AP2	0.2420478	NaN	NaN
AP3M2	0.5441379	NaN	NaN
RNF170	1.011155	NaN	NaN
NDUFAF6	0.0400288	NaN	NaN
KLF10	NaN	NaN	NaN
LYN	-0.2450954	NaN	NaN
SGK223	NaN	NaN	NaN
RAD54B	NaN	NaN	NaN
FZD6	0.5481157	NaN	NaN
ESRP1	-1.827325	NaN	NaN
ZBTB10	NaN	NaN	NaN
WRN	-0.3122045	NaN	NaN
VPS13B	0.1655476	NaN	NaN
WHSC1L1	NaN	NaN	NaN
GRHL2	NaN	NaN	NaN
CYHR1	NaN	NaN	NaN
CALB1	-0.2700688	NaN	NaN
HMBOX1	NaN	NaN	NaN
EXTL3	0.3418528	NaN	NaN
KM-PA-2	-0.3864872	NaN	NaN
CLU	NaN	NaN	NaN
ANK1	NaN	NaN	NaN
DCTN6	NaN	NaN	NaN
CA13	0.2373694	NaN	NaN
KBTBD11	NaN	NaN	NaN
TMEM67	NaN	NaN	NaN
NCOA2	NaN	NaN	NaN
MED30	0.1911125	NaN	NaN
MTFR1	NaN	NaN	NaN
PTK2B	0.3552418	NaN	NaN
TMEM68	-0.5171651	NaN	NaN
UTP23	-0.8734236	NaN	NaN
RB1CC1	-0.2384934	NaN	NaN
MTBP	NaN	NaN	NaN
FAM160B2	NaN	NaN	NaN
MTUS1	-0.5289207	NaN	NaN
TERF1	-0.1026379	NaN	NaN
ZC2HC1A	-0.114239	NaN	NaN
SYBU	-0.1646903	NaN	NaN
SAMD12	NaN	NaN	NaN
GDAP1	-0.03184205	NaN	NaN
CA2	-0.9111142	NaN	NaN
EPHX2	0.3261136	NaN	NaN
DSCC1	-0.0297942	NaN	NaN
NSMCE2	-0.1421887	NaN	NaN
NEIL2	-0.5558956	NaN	NaN
ZFAND1	-0.2945617	NaN	NaN
PCMTD1	1.991922	NaN	NaN
SCARA3	NaN	NaN	NaN
TAF2	-0.1382034	NaN	NaN
FAM84B	-0.3190324	NaN	NaN
NDRG1	2.157335	NaN	NaN
REEP4	-0.08727311	NaN	NaN
SQLE	-0.8657528	NaN	NaN
RECQL4	-0.9307073	NaN	NaN
ESCO2	0.3790058	NaN	NaN
C8orf47	NaN	NaN	NaN
HRSP12	-0.4400008	NaN	NaN
NAPRT1	0.8861632	NaN	NaN
C8orf82	-0.2468105	NaN	NaN
COMMD5	0.136835	NaN	NaN
TGS1	NaN	NaN	NaN
GPAA1	-0.1055218	NaN	NaN
HSF1	-0.04965545	NaN	NaN
SOX7	-0.325738	NaN	NaN
HSF1	NaN	NaN	NaN
SNAPC4	NaN	NaN	NaN
NFIL3	-0.128426	NaN	NaN
ZNF462	0.2193389	NaN	NaN
AIF1L	1.025525	NaN	NaN
ENDOG	0.1344159	NaN	NaN
RC3H2	NaN	NaN	NaN
SLC25A25	NaN	NaN	NaN
ASS1	-0.6307982	NaN	NaN
ROR2	0.0803429	NaN	NaN
STX17	0.1359287	NaN	NaN
C9orf41	-0.9384864	NaN	NaN
OMD	NaN	NaN	NaN
C9orf89	1.131801	NaN	NaN
CORO2A	NaN	NaN	NaN
GLDC	NaN	NaN	NaN
ZCCHC7	-0.8069471	NaN	NaN
AUH	0.2826867	NaN	NaN
PHF2	-0.3817756	NaN	NaN
STRBP	-0.6334791	NaN	NaN
DENND1A	0.9423176	NaN	NaN
DNLZ	NaN	NaN	NaN
TDRD7	0.5854729	NaN	NaN
CBWD5	-0.2842472	NaN	NaN
CBWD1	-0.2842472	NaN	NaN
CBWD3	-0.2842472	NaN	NaN
CBWD6	-0.2842472	NaN	NaN
CBWD7	-0.2842472	NaN	NaN
SETX	0.04551169	NaN	NaN
PLIN2	-1.925166	NaN	NaN
ZNF618	-0.1566597	NaN	NaN
PKN3	NaN	NaN	NaN
NOTCH1	-0.7269832	NaN	NaN
GALNT12	NaN	NaN	NaN
PIGO	NaN	NaN	NaN
PTAR1	0.002560785	NaN	NaN
AGPAT2	0.4104497	NaN	NaN
PTRH1	0.2486623	NaN	NaN
RPP25L	-0.3927899	NaN	NaN
CNTNAP3	1.616875	NaN	NaN
HDHD3	-0.1354747	NaN	NaN
AGTPBP1	NaN	NaN	NaN
TOR1B	-0.3647912	NaN	NaN
CDK5RAP2	NaN	NaN	NaN
CNTNAP3B	NaN	NaN	NaN
MELK	NaN	NaN	NaN
PTPN3	NaN	NaN	NaN
RFK	-0.4218036	NaN	NaN
CIZ1	NaN	NaN	NaN
ASB6	-0.122617	NaN	NaN
ABL1	-0.354755	NaN	NaN
CTSV	NaN	NaN	NaN
GDA	0.3825012	NaN	NaN
INIP	-1.069461	NaN	NaN
ERMP1	-0.09672091	NaN	NaN
ZFAND5	NaN	NaN	NaN
LCN2	-0.3022961	NaN	NaN
ZNF484	-1.268017	NaN	NaN
CDC37L1	-0.256478	NaN	NaN
GSN	NaN	NaN	NaN
KIAA1161	NaN	NaN	NaN
SLC1A1	NaN	NaN	NaN
DCAF10	NaN	NaN	NaN
CEP78	0.7108707	NaN	NaN
FANCG	0.4701985	NaN	NaN
SLC44A1	-0.4717593	NaN	NaN
TAF1L	-0.2941134	NaN	NaN
TMEM261	0.7154541	NaN	NaN
APTX	0.04488368	NaN	NaN
AAED1	-1.177818	NaN	NaN
RMI1	NaN	NaN	NaN
PRSS3	NaN	NaN	NaN
FXN	-0.04127724	NaN	NaN
GALT	1.454299	NaN	NaN
ABCA2	-0.4341884	NaN	NaN
DAB2IP	1.588091	NaN	NaN
ENTPD2	NaN	NaN	NaN
USP20	NaN	NaN	NaN
TTF1	-0.2599221	NaN	NaN
CLIC3	2.876745	NaN	NaN
SSNA1	-0.432736	NaN	NaN
SAPCD2	-0.02788025	NaN	NaN
TRUB2	NaN	NaN	NaN
TUBBP5	-0.3020128	NaN	NaN
DPH7	-0.08514465	NaN	NaN
SURF2	-0.5784783	NaN	NaN
EHMT1	-0.6392649	NaN	NaN
MED22	1.111425	NaN	NaN
HKDC1	-0.7893119	NaN	NaN
CNNM2	0.302474	NaN	NaN
GSTO2	-0.1485902	NaN	NaN
FAM208B	-0.4618592	NaN	NaN
SEC61A2	NaN	NaN	NaN
METTL10	NaN	NaN	NaN
NCOA4	0.537066	NaN	NaN
EPC1	-0.02970395	NaN	NaN
C10orf35	-0.02799853	NaN	NaN
STK32C	-0.663265	NaN	NaN
PANK1	NaN	NaN	NaN
PTER	0.04968575	NaN	NaN
MPP7	-1.021511	NaN	NaN
NSMCE4A	-0.2299068	NaN	NaN
CAMK1D	1.795273	NaN	NaN
EDRF1	-0.5354697	NaN	NaN
SLC25A16	NaN	NaN	NaN
CALML3	NaN	NaN	NaN
PLEKHS1	NaN	NaN	NaN
C10orf54	NaN	NaN	NaN
COL13A1	2.983751	NaN	NaN
MRPL43	-0.1988248	NaN	NaN
SORBS1	NaN	NaN	NaN
PCGF6	NaN	NaN	NaN
DPYSL4	1.274011	NaN	NaN
FRA10AC1	-0.6092615	NaN	NaN
LRRC20	0.5565898	NaN	NaN
PFKFB3	0.1045001	NaN	NaN
PARGP1	-0.5461232	NaN	NaN
OGDHL	NaN	NaN	NaN
ZFYVE27	NaN	NaN	NaN
FBXL15	NaN	NaN	NaN
ADO	-0.1112275	NaN	NaN
DHTKD1	0.1226065	NaN	NaN
SORBS1	-0.4029482	NaN	NaN
KIF20B	-0.8528131	NaN	NaN
MAPK8	-0.247605	NaN	NaN
NEBL	2.252264	NaN	NaN
ADIRF	1.167101	NaN	NaN
SNCG	-1.231614	NaN	NaN
PHYH	0.4115852	NaN	NaN
MLLT10	-0.989333	NaN	NaN
SFR1	NaN	NaN	NaN
PALD1	-0.03825817	NaN	NaN
INPP5F	0.3892364	NaN	NaN
USP6NL	NaN	NaN	NaN
ABCC2	-1.558134	NaN	NaN
MGMT	0.5557125	NaN	NaN
KAT6B	0.566572	NaN	NaN
ACSL5	-2.493893	NaN	NaN
NEBL	1.547928	NaN	NaN
UNC5B	0.3842976	NaN	NaN
TCF7L2	-1.162073	NaN	NaN
SFXN4	-0.7865611	NaN	NaN
SFXN4	-0.4324873	NaN	NaN
C10orf2	NaN	NaN	NaN
WDR37	5.252726	NaN	NaN
MASTL	0.8016923	NaN	NaN
TCTN3	0.5781229	NaN	NaN
PIK3AP1	NaN	NaN	NaN
CACUL1	NaN	NaN	NaN
PTPRE	NaN	NaN	NaN
FBXO18	NaN	NaN	NaN
TAF5	-0.2381021	NaN	NaN
DNAJC1	0.6572968	NaN	NaN
ANKRD16	NaN	NaN	NaN
ZWINT	NaN	NaN	NaN
CTNNA3	NaN	NaN	NaN
C10orf88	0.1641426	NaN	NaN
ZNF503	NaN	NaN	NaN
POLL	NaN	NaN	NaN
ARHGAP21	NaN	NaN	NaN
LHPP	0.02502885	NaN	NaN
PROSER2	1.217113	NaN	NaN
DUSP5	-0.2844271	NaN	NaN
ZDHHC6	NaN	NaN	NaN
SFXN2	NaN	NaN	NaN
CHCHD1	-0.2558459	NaN	NaN
POLL	NaN	NaN	NaN
POLR2L	-0.3677503	NaN	NaN
PNPLA2	0.4753128	NaN	NaN
MTL5	NaN	NaN	NaN
ALDH3B1	0.5233111	NaN	NaN
SLC43A3	NaN	NaN	NaN
PRG2	NaN	NaN	NaN
ANO1	-0.1952393	NaN	NaN
